cveID,count
CVE-2023-32409,1
CVE-2023-2868,1
CVE-2023-28771,1
CVE-2023-34362,1
CVE-2023-1389,1
CVE-2021-45046,1
CVE-2023-21839,1
CVE-2023-28205,1
CVE-2022-27926,1
CVE-2023-26083,1
CVE-2019-1388,1
CVE-2021-27878,1
CVE-2021-27877,1
CVE-2021-27876,1
CVE-2023-28206,1
CVE-2023-28252,1
CVE-2023-28432,1
CVE-2023-29492,1
CVE-2023-20963,1
CVE-2023-2033,1
CVE-2019-8526,1
CVE-2017-6742,1
CVE-2023-2136,1
CVE-2023-27350,1
CVE-2023-33010,1
CVE-2023-3079,1
CVE-2017-7494,1
CVE-2023-27997,1
CVE-2022-31199,1
CVE-2023-36874,1
CVE-2023-35311,1
CVE-2023-32049,1
CVE-2023-32046,1
CVE-2023-37450,1
CVE-2022-29303,1
CVE-2023-36884,1
CVE-2023-3519,1
CVE-2023-38205,1
CVE-2023-29298,1
CVE-2023-35078,1
CVE-2023-38606,1
CVE-2023-37580,1
CVE-2023-35081,1
CVE-2017-18368,1
CVE-2023-38180,1
CVE-2021-29256,1
CVE-2019-17621,1
CVE-2019-20500,1
CVE-2023-20867,1
CVE-2016-0165,1
CVE-2016-9079,1
CVE-2021-44026,1
CVE-2020-12641,1
CVE-2020-35730,1
CVE-2023-20887,1
CVE-2023-27992,1
CVE-2023-32439,1
CVE-2021-25487,1
CVE-2023-32435,1
CVE-2023-32434,1
CVE-2021-25372,1
CVE-2021-25371,1
CVE-2021-25395,1
CVE-2021-25394,1
CVE-2021-25489,1
CVE-2013-3163,1
CVE-2022-42948,1
CVE-2022-27593,1
CVE-2022-26500,1
CVE-2018-19322,1
CVE-2018-19323,1
CVE-2020-3153,1
CVE-2020-3433,1
CVE-2022-42827,1
CVE-2022-3723,1
CVE-2021-25370,1
CVE-2021-25369,1
CVE-2021-25337,1
CVE-2022-41128,1
CVE-2022-41125,1
CVE-2022-41073,1
CVE-2022-41091,1
CVE-2022-41049,1
CVE-2022-4135,1
CVE-2021-35587,1
CVE-2022-4262,1
CVE-2018-19321,1
CVE-2018-19320,1
CVE-2022-41352,1
CVE-2013-6282,1
CVE-2022-3075,1
CVE-2022-32917,1
CVE-2022-37969,1
CVE-2010-2568,1
CVE-2013-2094,1
CVE-2013-2596,1
CVE-2013-2597,1
CVE-2022-40139,1
CVE-2021-3493,1
CVE-2022-35405,1
CVE-2022-3236,1
CVE-2022-36804,1
CVE-2022-41040,1
CVE-2022-41082,1
CVE-2022-41033,1
CVE-2022-40684,1
CVE-2022-26501,1
CVE-2022-27518,1
CVE-2022-39197,1
CVE-2022-44698,1
CVE-2022-41223,1
CVE-2022-47986,1
CVE-2022-36537,1
CVE-2022-35914,1
CVE-2022-33891,1
CVE-2022-28810,1
CVE-2020-5741,1
CVE-2021-39144,1
CVE-2022-41328,1
CVE-2023-24880,1
CVE-2023-23397,1
CVE-2023-26360,1
CVE-2022-22706,1
CVE-2022-3038,1
CVE-2023-0266,1
CVE-2022-38181,1
CVE-2021-30900,1
CVE-2022-40765,1
CVE-2022-46169,1
CVE-2023-21715,1
CVE-2022-47966,1
CVE-2022-42475,1
CVE-2022-42856,1
CVE-2018-18809,1
CVE-2018-5430,1
CVE-2023-21674,1
CVE-2022-41080,1
CVE-2022-44877,1
CVE-2017-11357,1
CVE-2023-23376,1
CVE-2023-22952,1
CVE-2022-21587,1
CVE-2023-0669,1
CVE-2022-24990,1
CVE-2015-2291,1
CVE-2023-21823,1
CVE-2023-23529,1
CVE-2020-29583,1
